Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Cell_Type,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Test,Test_Indicator,Concentration (ug/ml),No_of_Cells (cells/well),Time (hr),Cell_Viability (%)
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,40,,24,20.841
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,40,,24,22.121
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,40,,24,28.702
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,50,,24,10.238
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,50,,24,19.927
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,50,,24,20.841
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,60,,24,7.8611
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,60,,24,16.453
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,60,,24,17.185
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,80,,24,7.6782
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,80,,24,10.969
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,80,,24,11.335
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,100,,24,7.4954
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,100,,24,7.6782
SiO2,I,Sphere,None,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,CCK-8,TetrazoliumSalt,100,,24,9.5064
Au,I,Sphere,Citrate,Chemical Reduction,Negative,PBMC,Blood,Lymphoblast,Adult,P,MTT,TetrazoliumSalt,15,500000,24,71.03
Au,I,Sphere,CyA,Chemical Reduction,Positive,PBMC,Blood,Lymphoblast,Adult,P,MTT,TetrazoliumSalt,15,500000,24,75.567
Au,I,Sphere,GSH,Chemical Reduction,Negative,PBMC,Blood,Lymphoblast,Adult,P,MTT,TetrazoliumSalt,15,500000,24,72.251
Au,I,Sphere,Citrate,Chemical Reduction,Negative,PBMC,Blood,Lymphoblast,Adult,P,MTT,TetrazoliumSalt,15,500000,24,83.072
Au,I,Sphere,Citrate,Chemical Reduction,Negative,PBMC,Blood,Lymphoblast,Adult,P,MTT,TetrazoliumSalt,1.5,500000,24,87.053
Au,I,Sphere,CyA,Chemical Reduction,Positive,PBMC,Blood,Lymphoblast,Adult,P,MTT,TetrazoliumSalt,1.5,500000,24,99.319
Au,I,Sphere,GSH,Chemical Reduction,Negative,PBMC,Blood,Lymphoblast,Adult,P,MTT,TetrazoliumSalt,1.5,500000,24,102.21
Au,I,Sphere,Citrate,Chemical Reduction,Negative,PBMC,Blood,Lymphoblast,Adult,P,MTT,TetrazoliumSalt,1.5,500000,24,85.349
Au,I,Sphere,Citrate,Chemical Reduction,Negative,Jurkat,Blood,Lymphoblast,Adult,L,MTT,TetrazoliumSalt,15,500000,24,93.309
Au,I,Sphere,CyA,Chemical Reduction,Positive,Jurkat,Blood,Lymphoblast,Adult,L,MTT,TetrazoliumSalt,15,500000,24,83.457
Au,I,Sphere,GSH,Chemical Reduction,Negative,Jurkat,Blood,Lymphoblast,Adult,L,MTT,TetrazoliumSalt,15,500000,24,47.026
Au,I,Sphere,Citrate,Chemical Reduction,Negative,Jurkat,Blood,Lymphoblast,Adult,L,MTT,TetrazoliumSalt,15,500000,24,56.506
Au,I,Sphere,Citrate,Chemical Reduction,Negative,Jurkat,Blood,Lymphoblast,Adult,L,MTT,TetrazoliumSalt,1.5,500000,24,99.13
Au,I,Sphere,CyA,Chemical Reduction,Positive,Jurkat,Blood,Lymphoblast,Adult,L,MTT,TetrazoliumSalt,1.5,500000,24,94.261
Au,I,Sphere,GSH,Chemical Reduction,Negative,Jurkat,Blood,Lymphoblast,Adult,L,MTT,TetrazoliumSalt,1.5,500000,24,89.391
Au,I,Sphere,Citrate,Chemical Reduction,Negative,Jurkat,Blood,Lymphoblast,Adult,L,MTT,TetrazoliumSalt,1.5,500000,24,89.391
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,1.67,,72,102.43
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,2.5,,72,109.53
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,,72,116.63
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,6.25,,72,106.09
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,12.5,,72,81.47
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,1.67,,72,98.377
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,2.5,,72,101.01
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,,72,106.49
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,6.25,,72,107.91
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,12.5,,72,98.377
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,1.67,,72,102.43
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,2.5,,72,102.43
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,,72,102.03
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,6.25,,72,98.377
Au,I,Sphere,None,Commercial,Negative,HepG2,Liver,Epithelial,Adult,L,MTT,TetrazoliumSalt,12.5,,72,96.349
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,1.67,,72,73.333
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,2.5,,72,33.725
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,5,,72,20.784
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,6.25,,72,10
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,12.5,,72,6.6667
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,1.67,,72,92.745
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,2.5,,72,92.549
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,5,,72,93.137
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,6.25,,72,91.569
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,12.5,,72,94.706
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,1.67,,72,99.216
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,2.5,,72,96.078
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,5,,72,95.686
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,6.25,,72,96.471
Au,I,Sphere,None,Commercial,Negative,L-02,Liver,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,12.5,,72,93.137
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,24,99.758
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,24,102.17
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,24,107.97
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,24,113.53
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,48,85.99
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,48,102.17
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,48,105.31
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,48,112.56
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,72,70.29
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,72,100.97
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,72,107.73
Au,I,Sphere,Citrate,Chemical Reduction,,A549,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,72,117.63
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,24,62.53
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,24,106.21
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,24,108.59
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,24,108.59
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,48,63.246
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,48,102.63
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,48,107.88
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,48,106.44
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,72,65.394
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,72,99.523
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,72,103.1
Au,I,Sphere,Citrate,Chemical Reduction,,95D,Lung,Epithelial,Adult,L,CCK-8,TetrazoliumSalt,50,2000,72,105.49
Ag,I,Sphere,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,25,5000,24,92.269
Ag,I,Sphere,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,50,5000,24,81.345
Ag,I,Sphere,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,5000,24,76.975
Ag,I,Sphere,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,5000,24,67.563
Ag,I,Sphere,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,25,5000,48,90.588
Ag,I,Sphere,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,50,5000,48,74.286
Ag,I,Sphere,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,100,5000,48,60.168
Ag,I,Sphere,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,200,5000,48,48.235
TiO2,I,Sphere,None,Commercial,,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,50,100000,24,92
TiO2,I,Sphere,None,Commercial,,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,100,100000,24,85.4
TiO2,I,Sphere,None,Commercial,,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,200,100000,24,66.4
TiO2,I,Sphere,None,Commercial,,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,50,100000,48,85.2
TiO2,I,Sphere,None,Commercial,,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,100,100000,48,69.1
TiO2,I,Sphere,None,Commercial,,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,200,100000,48,44.8
TiO2,I,Sphere,None,Commercial,,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,50,100000,72,79.1
TiO2,I,Sphere,None,Commercial,,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,100,100000,72,63.3
TiO2,I,Sphere,None,Commercial,,HEK293,Kidney,Epithelial,Embryonic,L,MTT,TetrazoliumSalt,200,100000,72,32.7
TiO2,I,Round,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,1,,24,104.88
TiO2,I,Round,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,2.5,,24,101.8
TiO2,I,Round,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,,24,101.8
TiO2,I,Round,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,10,,24,105.66
TiO2,I,Round,None,Commercial,Negative,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,50,,24,91.517
Ni,I,Sphere,None,Commercial,,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,1,10000,24,94.962
Ni,I,Sphere,None,Commercial,,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,10000,24,73.056
Ni,I,Sphere,None,Commercial,,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,10000,24,56.079
Ni,I,Sphere,None,Commercial,,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,10,10000,24,38.116
Ni,I,Sphere,None,Commercial,,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,25,10000,24,21.139
Ni,I,Sphere,None,Commercial,,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,1,10000,48,92.662
Ni,I,Sphere,None,Commercial,,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,2,10000,48,60.789
Ni,I,Sphere,None,Commercial,,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,5,10000,48,44.907
Ni,I,Sphere,None,Commercial,,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,10,10000,48,28.478
Ni,I,Sphere,None,Commercial,,A549,Lung,Epithelial,Adult,L,MTT,TetrazoliumSalt,25,10000,48,12.486
QD,I,Sphere,GSH,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,,,24,101.72
QD,I,Sphere,DHLA,Commercial,Negative,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,,,24,86.094
QD,I,Sphere,CyA,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,,,24,71.094
QD,I,Sphere,PEI,Commercial,Positive,HaCat,Skin,Keratinocyte,Adult,L,MTT,TetrazoliumSalt,,,24,58.594
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,24,96.919
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,24,87.441
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,24,82.227
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,24,78.436
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,24,57.109
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,48,97.867
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,48,91.469
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,48,86.256
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,48,77.962
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,48,55.924
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,72,90.047
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,72,87.441
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,72,77.962
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,72,68.483
Pt,I,Sphere,PVP,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,72,43.365
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,24,98.832
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,24,90.888
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,24,89.486
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,24,79.907
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,24,54.206
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,48,96.262
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,48,89.486
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,48,84.112
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,48,78.972
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,48,54.673
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,72,98.131
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,72,88.318
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,72,85.28
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,72,65.187
Pt,I,Sphere,PVP,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,72,47.897
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,24,98.293
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,24,93.902
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,24,87.317
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,24,79.268
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,24,50
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,48,92.927
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,48,95.61
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,48,91.951
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,48,74.878
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,48,54.39
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,72,91.951
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,72,76.585
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,72,70.488
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,72,70.488
Pt,I,Sphere,PVP,Chemical Reduction,Negative,IMR90,Lung,Fibroblast,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,72,41.951
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,24,83.575
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,24,77.536
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,24,69.324
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,24,50.242
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,24,35.024
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,48,80.918
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,48,70.048
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,48,58.454
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,48,44.203
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,48,29.952
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,72,66.667
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,72,54.831
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,72,44.928
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,72,31.643
Pt,I,Sphere,FA,Chemical Reduction,Negative,HeLa,Cervix,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,72,19.807
Pt,I,Sphere,FA,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,25,5000,24,78.385
Pt,I,Sphere,FA,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,50,5000,24,64.371
Pt,I,Sphere,FA,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,100,5000,24,47.506
Pt,I,Sphere,FA,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,200,5000,24,34.204
Pt,I,Sphere,FA,Chemical Reduction,Negative,MCF-7,Breast,Epithelial,Adult,L,CellTiterGlo,LuciferaseEnzyme,400,5000,24,19.002
